player_pkey,Player,Team,Year,isOverseas,isBatsman,isBowler,isWicketKeeper,isCapped,UncappedAndPerformed,base,Amount,runs_per_match,matches_bat,strike_rate_bat,average_bat,wickets_per_match,matches_bowl,economy_rate,strike_rate_bowl,average_bowl,bat_powerplay,bat_death,bowl_powerplay,bowl_death
2175,Baltej Dhanda,Punjab Kings,2022,0,0,1,0,0,0,0.2,0.2,3.3333333333333335,3,125.0,5.0,1.0909090909090908,11,9.121951219512194,31.166666666666668,20.5,0.0,0.0,45.0,18.0
73,Basil Thampi,Mumbai Indians,2022,0,0,1,0,0,0,0.3,0.3,3.5454545454545454,11,111.42857142857143,6.5,0.8846153846153846,26,9.28409090909091,35.52173913043478,22.956521739130434,0.0,16.708,26.490566037735846,18.32409972299169
138,Ben Cutting,Kolkata Knight Riders,2021,1,1,1,0,1,0,0.5,0.75,18.487179487179485,78,148.96694214876035,26.21818181818182,0.8421052631578947,76,8.997594226142743,29.21875,19.484375,120.34755555555556,512.8374737945493,13.365327581558372,15.72963263455127
869,Benny Howell,Punjab Kings,2022,1,1,1,0,0,0,0.4,0.4,16.37037037037037,27,147.33333333333334,22.1,1.2352941176470589,34,7.143254520166899,20.38095238095238,17.11904761904762,66.95563636363636,184.5088524590164,16.054054054054056,10.692624485211532
688,Bhanuka Rajapaksa,Punjab Kings,2022,1,1,0,0,0,0,0.5,0.5,24.692307692307693,26,148.26789838337183,29.181818181818183,0.0,2,10.666666666666666,0.0,0.0,211.21845173041893,105.27464285714287,30.0,0.0
66,Bhuvneshwar Kumar,Sunrisers Hyderabad,2022,0,0,1,0,1,0,2.0,4.2,3.6315789473684212,19,75.82417582417582,8.625,0.8709677419354839,62,7.28757225433526,31.12962962962963,25.62962962962963,0.0,46.62133333333334,12.522470518942162,14.272583699762121
2334,C Hari Nishaanth,Chennai Super Kings,2021,0,1,0,0,0,0,0.2,0.2,26.25925925925926,27,120.57823129251702,32.22727272727273,1.0,4,6.51063829787234,12.75,11.75,196.8939739583333,64.25463157894738,0.0,10.588235294117647
2334,C.Hari Nishaanth,Chennai Super Kings,2022,0,1,0,0,0,0,0.2,0.2,26.25925925925926,27,120.57823129251702,32.22727272727273,1.0,4,6.51063829787234,12.75,11.75,196.8939739583333,64.25463157894738,0.0,10.588235294117647
2296,Chama Milind,Royal Challengers Bangalore,2022,0,0,1,0,0,0,0.2,0.25,8.6,10,172.0,21.5,0.9411764705882353,17,7.545706371191136,28.375,22.5625,0.0,83.53609090909092,35.25,13.428174878556558
4440,Chamika Karunaratne,Kolkata Knight Riders,2022,1,1,1,0,1,0,0.5,0.5,2.0,2,36.36363636363637,2.0,0.0,1,11.0,0.0,0.0,0.0,25.749000000000002,0.0,0.0
1970,Chetan Sakariya,Delhi Capitals,2022,0,0,1,0,0,1,0.5,4.2,0.0,1,0.0,0.0,1.8,15,6.8392857142857135,14.185185185185185,12.444444444444445,0.0,0.0,9.466498103666245,5.6277915632754345
1970,Chetan Sakariya,Rajasthan Royals,2021,0,0,1,0,0,1,0.5,1.2,0.0,1,0.0,0.0,1.8,15,6.8392857142857135,14.185185185185185,12.444444444444445,0.0,0.0,9.466498103666245,5.6277915632754345
1495,Cheteshwar Pujara,Chennai Super Kings,2021,0,1,0,0,1,0,0.5,0.5,32.0,5,116.7883211678832,53.333333333333336,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Chris Green,Kolkata Knight Riders,2020,1,1,1,0,0,0,0.2,0.2,10.911111111111111,45,124.61928934010152,18.185185185185187,0.9047619047619048,63,6.8590909090909085,26.473684210526315,23.157894736842106,58.852666666666664,217.53908928571428,13.113631254939781,10.078705172960966
209,Chris Jordan,Chennai Super Kings,2022,1,1,1,0,1,0,2.0,3.6,6.476190476190476,63,119.29824561403508,11.027027027027026,1.0530973451327434,113,8.569243840271877,28.252100840336134,19.781512605042018,38.042,208.29147368421053,14.685662774643811,13.868265965194981
209,Chris Jordan,Kings XI Punjab,2020,1,1,1,0,1,0,2.0,3.0,7.378378378378378,37,129.38388625592415,13.0,1.0294117647058822,68,8.423897581792318,28.2,20.085714285714285,38.042,140.9178226950355,13.793618212353051,14.067318626336139
84,Chris Lynn,Mumbai Indians,2020,1,1,0,0,1,0,1.0,2.0,27.972602739726028,73,140.34364261168383,29.594202898550726,0.0,0,0.0,0.0,0.0,592.7501766601039,103.92379310344828,0.0,0.0
274,Chris Woakes,Delhi Capitals,2020,1,1,1,0,1,0,1.0,1.5,15.833333333333334,6,150.79365079365078,31.666666666666668,1.3333333333333333,9,10.049261083743842,28.333333333333332,16.916666666666668,0.0,88.05166666666666,18.256930283824747,11.78048780487805
113,Christopher Morris,Rajasthan Royals,2021,1,1,1,0,1,0,2.0,16.25,10.526315789473685,57,143.88489208633092,15.0,1.2911392405063291,79,8.14487632508834,22.598039215686274,16.647058823529413,104.28500000000001,245.13236363636364,15.488024974391493,9.992722517775347
113,Christopher Morris,Royal Challengers Bangalore,2020,1,1,1,0,1,0,2.0,10.0,11.64102564102564,39,141.875,16.814814814814813,1.2545454545454546,55,8.42220353238015,24.18840579710145,17.231884057971016,100.20842857142857,202.71066666666664,15.948789386139554,10.753850536511251
34,Dale Steyn,Royal Challengers Bangalore,2020,1,0,1,0,1,0,1.0,2.0,4.545454545454546,11,90.9090909090909,16.666666666666668,1.5,30,6.971098265895954,17.866666666666667,15.377777777777778,0.0,55.225000000000016,10.404306515301087,13.96330962186447
257,Dan Christian,Royal Challengers Bangalore,2021,1,1,1,0,1,0,2.0,4.8,17.63157894736842,114,147.03730797366495,26.44736842105263,0.8482142857142857,112,8.645303867403314,27.45263157894737,19.05263157894737,46.087999999999994,647.6961316187594,18.583691099134835,13.025609573086783
208,Daniel Sams,Mumbai Indians,2022,1,1,1,0,1,0,1.0,2.6,10.688888888888888,45,145.31722054380666,14.147058823529411,1.3148148148148149,54,8.427906976744186,21.267605633802816,15.140845070422536,47.61155555555556,205.44123762376242,13.843863393810032,11.401830452834501
169,Darshan Nalkande,Gujarat Titans,2022,0,1,1,0,0,0,0.2,0.2,6.888888888888889,9,82.66666666666667,7.75,2.230769230769231,13,7.708029197080291,12.137931034482758,9.448275862068966,0.0,43.02600000000001,17.30769230769231,11.673024523160764
500,Daryl Mitchell,Rajasthan Royals,2022,1,1,1,0,1,0,0.75,0.75,18.933333333333334,30,134.59715639810426,28.4,0.9032258064516129,31,8.498886414253898,22.714285714285715,16.035714285714285,45.09623529411765,133.66386046511627,15.230769230769232,10.295670538542767
181,David Miller,Gujarat Titans,2022,1,1,0,0,1,0,1.0,3.0,24.714285714285715,84,142.48455730954015,35.793103448275865,0.0,0,0.0,0.0,0.0,147.04498260869568,495.64219870410375,0.0,0.0
181,David Miller,Rajasthan Royals,2020,1,1,0,0,1,0,0.75,0.75,26.806451612903224,62,144.64751958224542,38.651162790697676,0.0,0,0.0,0.0,0.0,148.59339669421487,402.10371270718235,0.0,0.0
72,David Warner,Delhi Capitals,2022,1,1,0,0,1,0,2.0,6.25,33.871428571428574,70,134.48667044809983,41.59649122807018,0.0,1,12.0,0.0,0.0,647.9453516666666,186.13440506329115,0.0,0.0
13,David Willey,Royal Challengers Bangalore,2022,1,1,1,0,1,0,2.0,2.0,20.394736842105264,38,132.02725724020442,22.794117647058822,1.0,47,8.086393088552915,26.5531914893617,19.70212765957447,207.827314516129,100.6667808219178,13.033427847213233,13.734878999670261
385,Dawid Malan,Punjab Kings,2021,1,1,1,0,1,0,1.0,1.5,27.5125,80,128.33819241982508,30.15068493150685,0.16666666666666666,12,8.352,87.0,62.5,480.9660193965517,212.8783409090909,0.0,8.808510638297872
2,Deepak Chahar,Chennai Super Kings,2022,0,0,1,0,1,0,2.0,14.0,6.766666666666667,30,122.28915662650604,12.6875,1.2435897435897436,78,7.192982456140351,21.1340206185567,17.628865979381445,66.62100000000001,49.452625000000005,13.674795060703538,10.158146518947742
87,Deepak Hooda,Lucknow Super Giants,2022,0,1,1,0,1,0,0.75,5.75,19.162790697674417,43,131.41945773524722,25.75,0.2631578947368421,19,7.9,63.2,48.0,40.019666666666666,137.27984375,0.0,0.0
87,Deepak Hooda,Kings XI Punjab,2020,0,1,1,0,1,0,0.5,0.5,19.026315789473685,38,130.03597122302156,23.322580645161292,0.2777777777777778,18,7.871794871794872,61.4,46.8,40.019666666666666,90.0746913580247,0.0,0.0
50,Devdutt Padikkal,Rajasthan Royals,2022,0,1,0,0,1,0,2.0,7.75,38.604651162790695,43,142.61168384879724,43.68421052631579,0.5,4,10.166666666666666,30.5,18.0,287.768658755038,95.50166666666667,25.0,11.249999999999998
637,Devon Conway,Chennai Super Kings,2022,1,1,0,0,1,0,1.0,1.0,42.5,40,142.49790444258173,56.666666666666664,0.0,0,0.0,0.0,0.0,430.8453333333334,224.73622754491018,0.0,0.0
0,Dewald Brevis,Mumbai Indians,2022,1,1,0,0,0,1,0.2,3.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2812,Dhruv Jurel,Rajasthan Royals,2022,0,0,0,1,0,0,0.2,0.2,14.0,2,75.67567567567568,14.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Digvijay Deshmukh,Mumbai Indians,2020,0,1,1,0,0,0,0.2,0.2,9.5,2,135.71428571428572,9.5,1.2857142857142858,7,9.923076923076923,28.666666666666668,17.333333333333332,0.0,0.0,0.0,0.0
97,Dinesh Karthik,Royal Challengers Bangalore,2022,0,0,0,1,1,0,2.0,5.5,23.350649350649352,77,143.03898170246617,33.924528301886795,0.0,0,0.0,0.0,0.0,57.176903225806456,397.78214662756596,0.0,0.0
909,Dominic Drakes,Gujarat Titans,2022,1,1,1,0,1,0,0.75,1.1,12.75,4,154.54545454545453,17.0,0.5,8,9.673469387755102,59.25,36.75,0.0,94.33500000000001,21.0,12.276174130129506
286,Dushmanta Chameera,Lucknow Super Giants,2022,1,0,1,0,1,0,0.5,2.0,7.4,5,94.87179487179486,9.25,1.0,13,9.03202846975089,32.53846153846154,21.615384615384617,0.0,49.4223870967742,14.910178037570835,16.443851742849258
400,Dwaine Pretorius,Chennai Super Kings,2022,1,1,1,0,1,0,0.5,0.5,17.857142857142858,35,141.4027149321267,24.03846153846154,0.625,40,8.669001751313486,33.0,22.84,84.375,130.68565217391307,19.697875321036655,7.088384110237915
41,Dwayne Bravo,Chennai Super Kings,2022,1,1,1,0,1,0,2.0,4.4,13.3,80,142.62734584450402,20.862745098039216,1.1965811965811965,117,8.537821782178217,25.664285714285715,18.035714285714285,50.31766666666667,396.9971259079903,13.958339715117171,11.748343751044557
39,Eoin Morgan,Kolkata Knight Riders,2020,1,1,0,0,1,0,2.0,5.25,1.4285714285714286,7,34.48275862068966,3.3333333333333335,1.1,60,7.735271614384086,25.53030303030303,19.803030303030305,0.0,18.958117647058824,13.947257176563115,11.198884017536868
103,Evin Lewis,Lucknow Super Giants,2022,1,1,0,0,1,0,2.0,2.0,26.522727272727273,88,141.36886735311933,28.463414634146343,0.0,0,0.0,0.0,0.0,875.8824309285021,88.86528571428572,0.0,0.0
224,Fabian Allen,Mumbai Indians,2022,1,1,1,0,1,0,0.75,0.75,19.967741935483872,31,165.06666666666666,28.136363636363637,0.6206896551724138,29,7.729032258064516,33.27777777777778,25.833333333333332,12.545333333333334,242.4451878453039,13.97250745279894,8.43964421855146
224,Fabian Allen,Punjab Kings,2021,1,1,1,0,1,0,0.75,0.75,19.967741935483872,31,165.06666666666666,28.136363636363637,0.6206896551724138,29,7.729032258064516,33.27777777777778,25.833333333333332,12.545333333333334,242.4451878453039,13.97250745279894,8.43964421855146
224,Fabian Allen,Sunrisers Hyderabad,2020,1,1,1,0,1,0,0.5,0.5,20.392857142857142,28,170.44776119402985,28.55,0.5769230769230769,26,7.416058394160585,33.86666666666667,27.4,11.689333333333334,236.88741860465117,12.638472655358637,8.43964421855146
19,Faf Du Plessis,Royal Challengers Bangalore,2022,1,1,0,0,1,0,2.0,7.0,31.939393939393938,66,138.41103086014445,36.98245614035088,0.0,0,0.0,0.0,0.0,572.7073072188742,218.14546099290783,0.0,0.0
4147,Fazalhaq Farooqi,Sunrisers Hyderabad,2022,1,0,1,0,1,0,0.5,0.5,0.0,1,0.0,0.0,0.0,1,11.0,0.0,0.0,0.0,0.0,0.0,0.0
3151,Finn Allen,Royal Challengers Bangalore,2022,1,1,0,0,1,0,0.5,0.8,46.54545454545455,11,193.93939393939394,56.888888888888886,0.0,1,8.0,0.0,0.0,300.84148695652175,54.65200000000001,0.0,0.0
214,Glenn Maxwell,Royal Challengers Bangalore,2021,1,1,1,0,1,0,2.0,14.25,26.20754716981132,106,146.51898734177215,32.30232558139535,0.5897435897435898,78,7.543336439888164,29.32608695652174,23.32608695652174,218.69586030428772,437.82461712846344,13.494979594019,13.195371724963424
214,Glenn Maxwell,Kings XI Punjab,2020,1,1,1,0,1,0,2.0,10.75,29.7,60,151.6595744680851,34.94117647058823,0.5897435897435898,39,7.590361445783133,27.391304347826086,21.652173913043477,199.24219029126215,287.16492857142856,14.427480916030536,8.727272727272727
544,Glenn Phillips,Sunrisers Hyderabad,2022,1,0,0,1,1,0,1.5,1.5,28.024390243902438,82,140.55045871559633,29.844155844155843,0.6,5,8.916666666666668,35.666666666666664,24.0,620.528422055347,176.53954545454545,0.0,20.263473053892216
14,Gurkeerat Singh Mann,Gujarat Titans,2022,0,1,1,0,0,0,0.5,0.5,22.9375,32,128.7719298245614,33.36363636363637,0.2,5,5.8,58.0,60.0,62.06126086956522,90.02618181818181,0.0,0.0
30,Harbhajan Singh,Kolkata Knight Riders,2021,0,0,1,0,1,0,1.0,2.0,7.545454545454546,11,91.20879120879121,7.545454545454546,0.9090909090909091,33,7.4658573596358115,27.333333333333332,21.966666666666665,27.900285714285715,12.665333333333335,14.008919150851822,5.538461538461539
168,Harpreet Brar,Punjab Kings,2022,0,1,1,0,0,0,0.2,3.8,7.0,11,114.92537313432835,11.0,1.105263157894737,19,6.945652173913043,20.285714285714285,17.523809523809526,0.0,64.52226315789474,31.0,0.0
127,Harshal Patel,Royal Challengers Bangalore,2022,0,1,1,0,1,0,2.0,10.75,26.130434782608695,23,160.6951871657754,28.61904761904762,1.2758620689655173,29,8.088669950738916,22.18918918918919,16.45945945945946,93.34588888888891,78.55957142857145,18.734693877551017,13.568474444010924
0,Hrithik Shokeen,Mumbai Indians,2022,0,1,1,0,0,0,0.2,0.2,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Ishan Kishan,Mumbai Indians,2022,0,0,0,1,1,0,2.0,15.25,30.821428571428573,56,141.82415776499587,34.52,0.0,0,0.0,0.0,0.0,247.81544071588365,135.6380740740741,0.0,0.0
215,Ishan Porel,Punjab Kings,2022,0,0,1,0,0,1,0.2,0.25,2.0,1,40.0,2.0,1.3888888888888888,18,6.507462686567164,17.44,16.08,0.0,0.0,12.488038277511961,7.933719966859984
221,Isuru Udana,Royal Challengers Bangalore,2020,1,1,1,0,0,1,0.5,0.5,13.4375,32,140.06514657980455,20.476190476190474,1.1,40,7.84956843403206,24.113636363636363,18.431818181818183,0.0,221.63293877551024,14.554959433692806,10.597444957868985
7,Jagadeesha Suchith,Sunrisers Hyderabad,2022,0,0,1,0,0,1,0.2,0.2,10.166666666666666,18,121.19205298013244,16.636363636363637,0.9444444444444444,36,6.860655737704918,24.61764705882353,21.529411764705884,23.378666666666668,13.916,12.891352549889135,12.436363636363637
7,Jagadeesha Suchith,Sunrisers Hyderabad,2021,0,0,1,0,0,1,0.2,0.3,10.166666666666666,18,121.19205298013244,16.636363636363637,0.9444444444444444,36,6.860655737704918,24.61764705882353,21.529411764705884,23.378666666666668,13.916,12.891352549889135,12.436363636363637
130,Jalaj Saxena,Punjab Kings,2021,0,1,1,0,0,1,0.2,0.3,9.5,8,82.6086956521739,19.0,1.6666666666666667,12,6.2926829268292686,12.9,12.3,0.0,32.958,8.59090909090909,2.7692307692307696
211,James Neesham,Rajasthan Royals,2022,1,1,1,0,1,0,1.5,1.5,17.341463414634145,41,140.79207920792078,24.517241379310345,1.125,48,9.696055684454755,25.796296296296298,15.962962962962964,77.667,186.4536560509554,17.916300156937208,10.644217789110545
211,James Neesham,Mumbai Indians,2021,1,1,1,0,1,0,0.5,0.5,17.341463414634145,41,140.79207920792078,24.517241379310345,1.125,48,9.696055684454755,25.796296296296298,15.962962962962964,77.667,186.4536560509554,17.916300156937208,10.644217789110545
211,James Neesham,Kings XI Punjab,2020,1,1,1,0,1,0,0.5,0.5,14.714285714285714,21,152.97029702970298,19.3125,1.1666666666666667,24,10.540909090909091,27.607142857142858,15.714285714285714,78.56344736842107,108.28696078431372,28.466750890088438,12.220875452759168
135,Jason Behrendorff,Royal Challengers Bangalore,2022,1,0,1,0,1,0,0.75,0.75,2.375,8,82.6086956521739,4.75,0.9487179487179487,39,7.110831234256926,25.43243243243243,21.45945945945946,0.0,29.871000000000002,12.11707317073171,43.61538461538462
242,Jason Holder,Lucknow Super Giants,2022,1,1,1,0,1,0,1.5,8.75,13.75,44,135.04464285714286,17.285714285714285,0.9807692307692307,52,7.908847184986596,28.92156862745098,21.941176470588236,111.25739024390244,189.44166265060238,14.438514429476923,12.95788677902788
264,Jason Roy,Gujarat Titans,2022,1,1,0,0,1,0,2.0,2.0,25.2972972972973,74,136.8421052631579,26.366197183098592,0.0,0,0.0,0.0,0.0,745.1381624854923,81.05136363636365,0.0,0.0
264,Jason Roy,Delhi Capitals,2020,1,1,0,0,1,0,1.0,1.5,21.5,42,144.71153846153845,22.024390243902438,0.0,0,0.0,0.0,0.0,403.18128403158886,71.345,0.0,0.0
128,Jayant Yadav,Gujarat Titans,2022,0,1,1,0,1,0,1.0,1.7,1.25,8,83.33333333333334,3.3333333333333335,0.75,28,6.448275862068965,26.714285714285715,24.857142857142858,0.0,0.0,11.947087491297285,21.0
175,Jaydev Unadkat,Mumbai Indians,2022,0,0,1,0,1,0,0.75,1.3,7.0,21,117.6,12.25,1.0847457627118644,59,8.54516129032258,27.59375,19.375,0.0,57.92704347826088,15.313050548854859,14.93498131647025
175,Jaydev Unadkat,Rajasthan Royals,2020,0,0,1,0,1,0,0.75,3.0,7.555555555555555,18,122.52252252252251,12.363636363636363,1.148936170212766,47,8.294117647058822,25.24074074074074,18.25925925925926,0.0,55.41539393939394,14.46507300119046,15.515726072313203
375,Jhye Richardson,Punjab Kings,2021,1,0,1,0,1,0,2.0,14.0,8.846153846153847,26,146.49681528662418,23.0,1.2745098039215685,51,7.672727272727273,22.723076923076924,17.76923076923077,0.0,154.3852222222222,13.822190733351905,12.797781442062659
2060,Jitesh Sharma,Punjab Kings,2022,0,0,0,1,0,0,0.2,0.2,22.181818181818183,22,127.74869109947645,23.238095238095237,0.0,0,0.0,0.0,0.0,81.70496045197741,0.0,0.0,0.0
178,Jofra Archer,Mumbai Indians,2022,1,1,1,0,1,0,2.0,8.0,9.081632653061224,49,150.84745762711864,16.48148148148148,1.3020833333333333,96,7.546811397557666,22.248,17.688,0.0,242.25212244897963,13.343129156054864,11.75065395748858
54,Jonny Bairstow,Punjab Kings,2022,1,0,0,1,1,0,1.5,6.75,33.47727272727273,44,148.6377396569122,38.76315789473684,0.0,0,0.0,0.0,0.0,418.60770101010104,148.67146511627905,0.0,0.0
